tokens,;ner_tags
valutazione;O
di;O
correlazioni;O
tra;O
proteine;O
coinvolto;O
in;O
apoptosi;O
-;O
Bdc;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
XL;I-Gene_o_prodotto_genico
""",""";O
Bax;B-Gene_o_prodotto_genico
""",""";O
e;O
P53;B-Gene_o_prodotto_genico
-;O
come;O
bene;O
come;O
relazioni;O
di;O
queste;O
proteine;O
selezionato;O
clinicaopatologico;O
caratteristiche;O
in;O
orale;B-Cancro
squamoso;I-Cancro
cellula;I-Cancro
carcinoma;I-Cancro
.;O
;
""",""";O
noi;O
esaminato;O
di;O
immunoistochimica;O
""",""";O
usando;O
il;O
avidin;B-Gene_o_prodotto_genico
-;O
biotina;B-Semplice_chimico
-;O
perossidasi;B-Gene_o_prodotto_genico
metodo;O
""",""";O
Bdc;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
XL;I-Gene_o_prodotto_genico
""",""";O
Bax;B-Gene_o_prodotto_genico
""",""";O
e;O
P53;B-Gene_o_prodotto_genico
espressione;O
in;O
56;O
campioni;O
di;O
primario;O
orale;B-Cancro
squamoso;I-Cancro
cellula;I-Cancro
carcinoma;I-Cancro
e;O
in;O
22;O
abbinato;O
coppie;O
di;O
primario;O
e;O
metastatico;B-Cancro
tumori;I-Cancro
.;O
;
Il;O
valutazione;O
di;O
immunostanato;O
di;O
Bdc;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
XL;I-Gene_o_prodotto_genico
""",""";O
Bax;B-Gene_o_prodotto_genico
""",""";O
e;O
P53;B-Gene_o_prodotto_genico
era;O
analizzato;O
in;O
10;O
diverso;O
tumore;B-Cancro
campi;O
""",""";O
e;O
il;O
Significare;O
percentuale;O
di;O
tumore;B-Cellula
cellule;I-Cellula
positivo;O
macchiatura;O
era;O
valutato;O
.;O
;
Il;O
significato;O
di;O
il;O
Associazioni;O
era;O
determinato;O
usando;O
Spearman;O
correlazione;O
analisi;O
e;O
il;O
chi;O
-;O
quadrato;O
test;O
.;O
;
Noi;O
trovato;O
positivo;O
Bdc;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
XL;I-Gene_o_prodotto_genico
""",""";O
Bax;B-Gene_o_prodotto_genico
""",""";O
e;O
P53;B-Gene_o_prodotto_genico
immunostanato;O
in;O
44;O
.;O
6;O
%;O
""",""";O
28;O
.;O
6;O
%;O
""",""";O
e;O
58;O
.;O
9;O
%;O
di;O
il;O
studiato;O
primario;O
tumori;B-Cancro
e;O
in;O
63;O
.;O
6;O
%;O
""",""";O
45;O
.;O
5;O
%;O
""",""";O
e;O
72;O
.;O
7;O
%;O
di;O
linfa;B-Struttura_multi-tessuto
nodo;I-Struttura_multi-tessuto
metastasi;O
""",""";O
rispettivamente;O
.;O
;
Analisi;O
di;O
Associazioni;O
tra;O
studiato;O
proteine;O
rivelato;O
positivo;O
correlazione;O
tra;O
Bdc;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
XL;I-Gene_o_prodotto_genico
e;O
Bax;B-Gene_o_prodotto_genico
in;O
primario;O
tumori;B-Cancro
(;O
P;O
<;O
0;O
.;O
3;O
""",""";O
R;O
=;O
0;O
.;O
307;O
);O
.;O
;
Statisticamente;O
significativo;O
relazione;O
tra;O
P53;B-Gene_o_prodotto_genico
espressione;O
in;O
primario;O
orale;B-Suddivisione_organismo
Canceri;B-Cancro
e;O
suo;O
espressione;O
in;O
linfa;B-Struttura_multi-tessuto
nodo;I-Struttura_multi-tessuto
metastasi;O
(;O
P;O
<;O
0;O
.;O
2;O
);O
come;O
bene;O
come;O
espressione;O
di;O
Bdc;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
XL;I-Gene_o_prodotto_genico
""",""";O
Bax;B-Gene_o_prodotto_genico
""",""";O
e;O
P53;B-Gene_o_prodotto_genico
in;O
metastatico;O
siti;O
rispetto;O
primario;O
tumori;B-Cancro
Potevo;O
indicare;O
un;O
associazione;O
di;O
queste;O
proteine;O
orale;B-Cancro
cancro;I-Cancro
progressione;O
e;O
sviluppo;O
di;O
metastasi;O
.;O
;
Inoltre;O
""",""";O
noi;O
supponiamo;O
Quello;O
conoscenza;O
di;O
eterogeneità;O
tra;O
primario;O
e;O
metastatico;O
tumore;B-Cancro
potrebbe;O
aiuto;O
a;O
comprendere;O
meccanismi;O
di;O
orale;B-Cancro
cancro;I-Cancro
progressione;O
.;O
;
Un;O
anticorpo;B-Gene_o_prodotto_genico
dirette;I-Gene_o_prodotto_genico
contro;I-Gene_o_prodotto_genico
PDGF;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
beta;I-Gene_o_prodotto_genico
migliora;O
il;O
antitrumore;B-Cancro
e;O
il;O
anti;O
-;O
angiogenico;O
Attività;O
di;O
un;O
anti;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
VEGF;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
anticorpo;I-Gene_o_prodotto_genico
.;O
;
Piastrina;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
derivato;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
(;O
PDGF;B-Gene_o_prodotto_genico
);O
e;O
suo;O
recettori;O
(;O
PDGFR;B-Gene_o_prodotto_genico
);O
importante;O
ruoli;O
in;O
tumorigenesi;O
attraverso;O
stimolante;O
tumore;B-Cancro
crescita;O
e;O
Promozione;O
angiogenesi;O
attraverso;O
migliorare;O
perficy;B-Cellula
reclutamento;O
e;O
nave;B-Struttura_multi-tessuto
maturazione;O
.;O
;
Qui;O
noi;O
prodotto;O
un;O
neutralizzante;O
anticorpo;O
""",""";O
1b3;B-Semplice_chimico
""",""";O
dirette;O
contro;O
topo;B-Organismo
PdgFreta;B-Gene_o_prodotto_genico
.;O
;
1b3;B-Semplice_chimico
legarsi;O
a;O
PdgFreta;B-Gene_o_prodotto_genico
alto;O
affinità;O
(;O
9x10;O
(;O
-;O
11;O
);O
m;O
);O
e;O
blocchi;O
PDGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
BB;I-Gene_o_prodotto_genico
legame;O
a;O
il;O
recettore;O
un;O
(;O
50;O
);O
di;O
circa;O
1;O
.;O
2;O
nm;O
.;O
;
Il;O
anticorpo;O
anche;O
blocchi;O
ligando;O
-;O
stimolato;O
Attivazione;O
di;O
PdgFreta;B-Gene_o_prodotto_genico
e;O
segnalazione;O
molecole;O
""",""";O
Compreso;O
Akt;B-Gene_o_prodotto_genico
e;O
Materno;B-Gene_o_prodotto_genico
P42;I-Gene_o_prodotto_genico
/;I-Gene_o_prodotto_genico
44;I-Gene_o_prodotto_genico
""",""";O
in;O
tumore;B-Cellula
cellule;I-Cellula
.;O
;
In;O
animale;O
Studi;O
""",""";O
1b3;B-Semplice_chimico
migliorato;O
il;O
antitrumore;B-Cancro
e;O
il;O
anti;O
-;O
angiogenico;O
Attività;O
di;O
DC101;B-Semplice_chimico
""",""";O
un;O
anticorpo;O
dirette;O
contro;O
topo;B-Organismo
vascolare;B-Gene_o_prodotto_genico
endoteliale;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
""",""";O
in;O
un;O
pancreatico;B-Cancro
(;O
BXPC;B-Cancro
-;I-Cancro
3;I-Cancro
);O
e;O
un;O
non;B-Cancro
-;I-Cancro
piccolo;I-Cancro
cellula;I-Cancro
polmone;I-Cancro
(;I-Cancro
Nci;I-Cancro
-;I-Cancro
H460;I-Cancro
);I-Cancro
tumore;I-Cancro
xenograft;I-Cancro
Modelli;O
.;O
;
Trattamento;O
il;O
combinazione;O
di;O
1b3;B-Semplice_chimico
e;O
DC101;B-Semplice_chimico
in;O
BXPC;B-Cancro
-;I-Cancro
3;I-Cancro
xenograft;I-Cancro
-;O
cuscinetto;O
risultato;O
in;O
tumore;B-Cancro
regressione;O
in;O
58;O
%;O
di;O
rispetto;O
a;O
Quello;O
in;O
18;O
%;O
di;O
trattati;O
DC101;B-Semplice_chimico
solo;O
.;O
;
Preso;O
insieme;O
""",""";O
queste;O
risultati;O
prestare;O
Grande;O
sostegno;O
a;O
utilizzo;O
PdgFreta;B-Gene_o_prodotto_genico
antagonisti;I-Gene_o_prodotto_genico
in;O
combinazioni;O
Altro;O
antitrumore;B-Cancro
e;O
/;O
o;O
anti;O
-;O
angiogenico;O
agenti;O
in;O
il;O
trattamento;O
di;O
un;O
varietà;O
di;O
Canceri;B-Cancro
.;O
;
In;O
vivo;O
P53;B-Gene_o_prodotto_genico
risposta;O
e;O
immune;O
reazione;O
altamente;O
efficace;O
basso;O
-;O
dose;O
radioterapia;O
in;O
follicolare;B-Cancro
linfoma;I-Cancro
.;O
;
Molto;O
basso;O
-;O
dose;O
irradiazione;O
(;O
2;O
X;O
2;O
Gy;O
);O
è;O
un;O
nuovo;O
""",""";O
efficace;O
""",""";O
e;O
sicuro;O
Locale;O
trattamento;O
per;O
follicolare;B-Cancro
linfoma;I-Cancro
.;O
;
Per;O
comprendere;O
il;O
biologico;O
meccanismi;O
di;O
questo;O
estremamente;O
efficace;O
risposta;O
""",""";O
noi;O
rispetto;O
di;O
microarray;O
il;O
gene;O
-;O
espressione;O
profilo;O
di;O
pazienti;B-Organismo
""",""O";
biopsies;B-Cancro
preso;O
prima;O
e;O
dopo;O
radiazione;O
.;O
;
In;O
Tutti;O
pazienti;B-Organismo
""",""";O
un;O
maggiore;O
e;O
coerente;O
induzione;O
di;O
P53;B-Gene_o_prodotto_genico
obbiettivo;O
geni;O
era;O
visto;O
.;O
;
P53;B-Gene_o_prodotto_genico
obiettivi;O
coinvolto;O
in;O
cellula;B-Cellula
-;O
ciclo;O
arresto;O
e;O
apoptosi;O
mostrato;O
il;O
stesso;O
modalità;O
di;O
regolamento;O
""",""";O
indicante;O
Quello;O
""",""";O
in;O
vivo;O
""",""";O
entrambi;O
sono;O
attivato;O
contemporaneamente;O
.;O
;
P53;B-Gene_o_prodotto_genico
su;O
-;O
regolamento;O
e;O
P53;B-Gene_o_prodotto_genico
-;O
mediato;O
proliferazione;O
arresto;O
e;O
apoptosi;O
erano;O
motivato;O
usando;O
immunoistochimica;O
""",""";O
Attivazione;O
di;O
entrambi;O
il;O
intrinseco;O
e;O
il;O
extrinson;O
apoptotico;O
percorsi;O
.;O
;
Il;O
Altro;O
indotto;O
geni;O
rivelato;O
un;O
totale;O
set;O
di;O
biologicamente;O
significativo;O
geni;O
imparentato;O
a;O
macrofago;B-Cellula
Attivazione;O
e;O
Th1;B-Gene_o_prodotto_genico
immune;O
risposta;O
.;O
;
Immunoistochimico;O
analisi;O
suggerito;O
un;O
specifica;O
Attivazione;O
o;O
differenziazione;O
di;O
residente;O
macrofagi;B-Cellula
di;O
apoptotico;O
cellule;B-Cellula
.;O
;
Queste;O
biologico;O
intuizioni;O
sono;O
importante;O
argomenti;O
a;O
avvocato;O
il;O
utilizzo;O
di;O
basso;O
-;O
dose;O
radioterapia;O
come;O
un;O
efficace;O
palliativo;O
trattamento;O
per;O
follicolare;B-Cancro
linfoma;I-Cancro
.;O
;
Inoltre;O
""",""";O
questo;O
studio;O
è;O
il;O
primo;O
in;O
vivo;O
rapporto;O
di;O
il;O
radiazione;O
-;O
indotto;O
P53;B-Gene_o_prodotto_genico
apoptotico;O
risposta;O
in;O
pazienti;B-Organismo
e;O
suggerisce;O
Quello;O
questo;O
apoptotico;O
risposta;O
è;O
non;O
immunologicamente;O
silenzioso;O
.;O
;
Caffeina;B-Semplice_chimico
inibisce;O
adenosina;B-Semplice_chimico
-;O
indotto;O
accumulo;O
di;O
ipossia;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
inducibile;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1Alpha;I-Gene_o_prodotto_genico
""",""";O
vascolare;B-Gene_o_prodotto_genico
endoteliale;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
""",""";O
e;O
interleuche;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
8;I-Gene_o_prodotto_genico
espressione;O
in;O
ipossico;O
umano;B-Organismo
colon;B-Cellula
cancro;I-Cellula
cellule;I-Cellula
.;O
;
Frequente;O
caffè;O
consumo;O
ha;O
stato;O
associato;O
un;O
ridotto;O
rischio;O
di;O
colorante;B-Cancro
cancro;I-Cancro
in;O
un;O
numero;O
di;O
Astuccio;O
-;O
controllo;O
Studi;O
.;O
;
Caffè;O
è;O
un;O
primo;O
fonte;O
di;O
metilxanthines;B-Semplice_chimico
""",""";O
tale;O
come;O
caffeina;B-Semplice_chimico
.;O
;
Il;O
induzione;O
di;O
vascolare;B-Gene_o_prodotto_genico
endoteliale;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
(;O
VEGF;B-Gene_o_prodotto_genico
);O
e;O
interleuche;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
8;I-Gene_o_prodotto_genico
(;O
-;I-Gene_o_prodotto_genico
8;I-Gene_o_prodotto_genico
);O
è;O
un;O
essenziale;O
caratteristica;O
di;O
tumore;B-Cancro
angiogenesi;O
""",""";O
e;O
il;O
ipossia;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
inducibile;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
(;O
Hif;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
);O
trascrizione;O
fattore;O
è;O
conosciuto;O
a;O
essere;O
un;O
chiave;O
regolatore;O
di;O
questo;O
processi;O
.;O
;
In;O
questo;O
studio;O
""",""";O
noi;O
indagato;O
il;O
Effetti;O
di;O
caffeina;B-Semplice_chimico
Su;O
Hif;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
proteina;O
accumulo;O
e;O
Su;O
VEGF;B-Gene_o_prodotto_genico
e;O
-;I-Gene_o_prodotto_genico
8;I-Gene_o_prodotto_genico
espressione;O
in;O
il;O
umano;B-Organismo
colon;B-Cellula
cancro;I-Cellula
cellula;I-Cellula
linea;I-Cellula
HT29;I-Cellula
sotto;O
ipossico;O
Condizioni;O
.;O
;
risultati;O
mostrare;O
Quello;O
caffeina;B-Semplice_chimico
inibisce;O
adenosina;B-Semplice_chimico
-;O
indotto;O
Hif;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1Alpha;I-Gene_o_prodotto_genico
proteina;O
accumulo;O
in;O
cancro;B-Cellula
cellule;I-Cellula
.;O
;
Noi;O
mostrare;O
Quello;O
Hif;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1Alpha;I-Gene_o_prodotto_genico
e;O
VEGF;B-Gene_o_prodotto_genico
sono;O
attraverso;O
A3;B-Gene_o_prodotto_genico
adenosina;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
stimolazione;O
""",""";O
invece;O
il;O
Effetti;O
Su;O
-;I-Gene_o_prodotto_genico
8;I-Gene_o_prodotto_genico
sono;O
mediato;O
attraverso;O
il;O
A2B;B-Gene_o_prodotto_genico
sottotipo;O
.;O
;
Pretrattamento;O
di;O
cellule;B-Cellula
caffeina;B-Semplice_chimico
riduce;O
adenosina;B-Semplice_chimico
-;O
indotto;O
VEGF;B-Gene_o_prodotto_genico
promotore;O
attività;O
e;O
VEGF;B-Gene_o_prodotto_genico
e;O
-;I-Gene_o_prodotto_genico
8;I-Gene_o_prodotto_genico
espressione;O
.;O
;
Il;O
meccanismo;O
di;O
caffeina;B-Semplice_chimico
sembra;O
a;O
coinvolgere;O
il;O
inibizione;O
di;O
il;O
extracellulare;B-Gene_o_prodotto_genico
segnale;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
regolato;I-Gene_o_prodotto_genico
chinasi;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
/;O
2;B-Gene_o_prodotto_genico
(;O
ERK1;B-Gene_o_prodotto_genico
/;O
2;B-Gene_o_prodotto_genico
);O
""",""";O
P38;B-Gene_o_prodotto_genico
""",""";O
e;O
Akt;B-Gene_o_prodotto_genico
""",""";O
primo;O
a;O
un;O
segnato;O
diminuire;O
in;O
adenosina;B-Semplice_chimico
-;O
indotto;O
Hif;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1Alpha;I-Gene_o_prodotto_genico
accumulo;O
""",""";O
VEGF;B-Gene_o_prodotto_genico
trascrizionale;O
Attivazione;O
""",""";O
e;O
VEGF;B-Gene_o_prodotto_genico
e;O
-;I-Gene_o_prodotto_genico
8;I-Gene_o_prodotto_genico
proteina;O
accumulo;O
.;O
;
un;O
funzionale;O
prospettiva;O
""",""";O
noi;O
osservare;O
Quello;O
caffeina;B-Semplice_chimico
anche;O
inibisce;O
il;O
A3;B-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
-;O
stimolato;O
cellula;B-Cellula
migrazione;O
di;O
colon;B-Cellula
cancro;I-Cellula
cellule;I-Cellula
.;O
;
Condizionato;O
media;O
preparato;O
colon;B-Cellula
cellule;I-Cellula
trattati;O
un;O
adenosina;B-Semplice_chimico
analogico;O
umano;B-Cellula
ombelicale;I-Cellula
vena;I-Cellula
endoteliale;I-Cellula
cellula;I-Cellula
migrazione;O
.;O
;
Queste;O
dati;O
fornire;O
prova;O
Quello;O
adenosina;B-Semplice_chimico
Potevo;O
modulare;O
il;O
migrazione;O
di;O
colon;B-Cellula
cancro;I-Cellula
cellule;I-Cellula
di;O
un;O
Hif;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1Alpha;I-Gene_o_prodotto_genico
/;O
VEGF;B-Gene_o_prodotto_genico
/;O
-;I-Gene_o_prodotto_genico
8;I-Gene_o_prodotto_genico
-;O
dipendente;O
meccanismo;O
e;O
Quello;O
caffeina;B-Semplice_chimico
ha;O
il;O
potenziale;O
a;O
inibire;O
colon;B-Cellula
cancro;I-Cellula
cellula;I-Cellula
crescita;O
.;O
;
Medico;O
terapia;O
per;O
intermittente;O
claudicazione;O
.;O
;
Medico;O
terapia;O
a;O
Ottimizzare;O
sintomi;O
""",""";O
stabilizzare;O
il;O
sottostante;O
vascolare;B-Struttura_multi-tessuto
malattia;O
e;O
Ottimizzare;O
inferiore;B-Suddivisione_organismo
arto;I-Suddivisione_organismo
Risultati;O
è;O
un;O
importante;O
e;O
efficace;O
aggiuntivo;O
a;O
modifica;O
e;O
chirurgico;O
o;O
endovascolare;B-Entità_anatomica_immateriale
interventi;O
in;O
pazienti;B-Organismo
.;O
;
Randomizzato;O
placebo;O
controllato;O
prove;O
avere;O
mostrato;O
Quello;O
il;O
fosfodiesterasi;B-Gene_o_prodotto_genico
III;I-Gene_o_prodotto_genico
inibitore;O
cilostazol;B-Semplice_chimico
100mg;O
offerta;O
migliora;O
dolore;O
-;O
gratuito;O
e;O
massimo;O
distanza;O
""",""";O
come;O
bene;O
come;O
qualità;O
di;O
vita;O
""",""";O
in;O
un;O
gamma;O
di;O
pazienti;B-Organismo
intermittente;O
claudicazione;O
in;O
chi;O
là;O
è;O
no;O
prova;O
di;O
necrosi;O
o;O
riposo;O
dolore;O
.;O
;
Questo;O
recensione;O
riassume;O
il;O
prova;O
8;O
PIVOTALE;O
prove;O
di;O
cilostazol;B-Semplice_chimico
coinvolgimento;O
terminato;O
2000;O
pazienti;B-Organismo
intermittente;O
claudicazione;O
trattati;O
per;O
su;O
a;O
6;O
mesi;O
.;O
;
Là;O
è;O
relativamente;O
meno;O
prova;O
a;O
sostegno;O
il;O
utilizzo;O
di;O
Altro;O
trattamento;O
MODALITÀ;O
per;O
sollievo;O
di;O
sintomi;O
in;O
intermittente;O
claudicazione;O
""",""";O
ma;O
là;O
è;O
Considerevole;O
interesse;O
in;O
terapeutico;O
angiogenesi;O
a;O
promuovere;O
nuovo;O
nave;B-Struttura_multi-tessuto
formazione;O
e;O
migliorare;O
collateralizzazione;O
di;O
il;O
inferiore;B-Suddivisione_organismo
arto;I-Suddivisione_organismo
usando;O
ricombinante;O
crescita;O
fattore;O
proteine;O
o;O
gene;O
trasferimento;O
strategie;O
.;O
;
Il;O
per;O
terapeutico;O
angiogenesi;O
è;O
discusso;O
""",""";O
insieme;O
il;O
recente;O
risultati;O
randomizzato;O
prove;O
in;O
pazienti;B-Organismo
periferica;B-Struttura_multi-tessuto
arterioso;I-Struttura_multi-tessuto
malattia;O
.;O
;
Modulante;O
metastasi;O
di;O
un;O
linfangiogenico;O
interruttore;O
in;O
prostata;B-Cancro
cancro;I-Cancro
.;O
;
Prostata;B-Cancro
cancro;I-Cancro
diffusione;O
è;O
difficile;O
a;O
rilevare;O
in;O
il;O
clinica;O
""",""";O
e;O
pochi;O
trattamento;O
opzioni;O
esistere;O
per;O
pazienti;B-Organismo
Avanzate;O
-;O
palcoscenico;O
malattia;O
.;O
;
scopo;O
era;O
a;O
indagare;O
il;O
ruolo;O
di;O
tumore;B-Cancro
linfangiogenesi;O
durante;O
metastasi;O
.;O
;
Ulteriore;O
""",""";O
noi;O
implementato;O
un;O
molecolare;O
imaging;O
tecnica;O
a;O
facilitare;O
il;O
valutazione;O
di;O
il;O
metastatico;O
processi;O
.;O
;
Il;O
metastatico;O
potenziali;O
di;O
parecchi;O
umano;B-Organismo
prostata;B-Cancro
cancro;I-Cancro
xenograft;I-Cancro
Modelli;O
""",""";O
Lapc;B-Cellula
-;I-Cellula
4;I-Cellula
""",""";O
Lapc;B-Cellula
-;I-Cellula
9;I-Cellula
""",""";O
PC3;B-Cellula
e;O
CWR22RV;B-Cellula
-;I-Cellula
1;I-Cellula
erano;O
rispetto;O
.;O
;
Il;O
cellule;B-Cellula
erano;O
etichettato;O
luciferasi;B-Gene_o_prodotto_genico
""",""";O
un;O
bioluminescenza;O
imaging;O
reporter;O
gene;O
""",""";O
a;O
abilitare;O
ottico;O
imaging;O
.;O
;
Dopo;O
tumore;B-Cancro
impianto;O
il;O
animali;B-Organismo
erano;O
esaminato;O
settimanalmente;O
durante;O
parecchi;O
mesi;O
per;O
il;O
di;O
metastasi;O
.;O
;
Metastatico;B-Cancro
lesioni;I-Cancro
erano;O
confermato;O
di;O
immunoistochimica;O
.;O
;
Inoltre;O
""",""";O
il;O
angiogenico;O
e;O
linfangiogenico;O
profili;O
di;O
il;O
tumori;B-Cancro
erano;O
caratterizzato;O
.;O
;
Per;O
Confermare;O
il;O
ruolo;O
di;O
linfangiogenesi;O
in;O
mediazione;O
metastasi;O
""",""";O
il;O
basso;O
-;O
metastatico;O
Lapc;B-Cellula
-;I-Cellula
9;I-Cellula
tumore;I-Cellula
cellule;I-Cellula
erano;O
ingegnerizzato;O
a;O
overexpress;O
VEGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
C;I-Gene_o_prodotto_genico
""",""";O
e;O
il;O
sviluppo;O
di;O
metastasi;B-Cancro
era;O
valutato;O
.;O
;
risultati;O
mostrare;O
CWR22RV;B-Cellula
-;I-Cellula
1;I-Cellula
e;O
PC3;B-Cellula
tumore;I-Cellula
cellula;I-Cellula
Linee;I-Cellula
a;O
essere;O
metastatico;O
di;O
Lapc;B-Cellula
-;I-Cellula
4;I-Cellula
""",""";O
quale;O
in;O
giro;O
Disseminati;O
prontamente;O
di;O
Lapc;B-Cellula
-;I-Cellula
9;I-Cellula
.;O
;
Il;O
differenza;O
in;O
metastatico;O
potenziale;O
correlato;O
il;O
endogeno;O
produzione;O
livelli;O
di;O
linfangiogenico;O
crescita;O
fattore;O
VEGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
C;I-Gene_o_prodotto_genico
e;O
il;O
presenza;O
di;O
tumore;B-Struttura_multi-tessuto
linfatico;I-Struttura_multi-tessuto
.;O
;
In;O
accordo;O
""",""";O
indotto;O
sovraespressione;O
di;O
VEGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
C;I-Gene_o_prodotto_genico
in;O
Lapc;B-Cellula
-;I-Cellula
9;I-Cellula
migliorato;O
tumore;B-Cancro
linfangiogenesi;O
primo;O
a;O
il;O
sviluppo;O
di;O
metastatico;B-Cancro
lesioni;I-Cancro
.;O
;
Preso;O
insieme;O
""",""";O
Nostro;O
Studi;O
""",""";O
basato;O
Su;O
un;O
molecolare;O
imaging;O
approccio;O
per;O
semiquantitario;O
rilevamento;O
di;O
micrometastasi;O
""",""";O
punto;O
a;O
un;O
importante;O
ruolo;O
di;O
tumore;B-Struttura_multi-tessuto
linfatico;I-Struttura_multi-tessuto
in;O
il;O
metastatico;O
processi;O
di;O
umano;B-Organismo
prostata;B-Cancro
cancro;I-Cancro
.;O
;
In;O
particolare;O
""",""";O
VEGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
C;I-Gene_o_prodotto_genico
sembra;O
a;O
un;O
chiave;O
ruolo;O
in;O
prostata;B-Cancro
cancro;I-Cancro
metastasi;O
.;O
;
Un;O
dosaggio;O
a;O
misurare;O
angiogenesi;O
in;O
umano;B-Organismo
Grasso;B-Tessuto
.;O
;
SFONDO;O
:;O
Inibizione;O
di;O
angiogenesi;O
invertiti;O
roditore;O
obesità;O
.;O
;
UN;O
convalidato;O
