tokens;ner_tags
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Sciare;I-Gene_o_prodotto_genico
in;O
vivo;O
.;O
;
Queste;O
reperti;O
suggerire;O
Quello;O
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Sciare;I-Gene_o_prodotto_genico
sovraespressione;O
Promuoves;O
il;O
crescita;O
di;O
diffondere;O
-;O
genere;O
gastrico;B-Cancro
carcinoma;I-Cancro
attraverso;O
induzione;O
di;O
angiogenesi;O
.;O
;
Il;O
sindrome;I-Gene_o_prodotto_genico
critico;I-Gene_o_prodotto_genico
regione;I-Gene_o_prodotto_genico
gene;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
breve;O
variante;O
promotori;O
diretto;O
vascolare;B-Struttura_multi-tessuto
letto;I-Struttura_multi-tessuto
-;O
specifica;O
gene;O
espressione;O
durante;O
infiammazione;O
in;O
.;O
;
sindrome;I-Gene_o_prodotto_genico
critico;I-Gene_o_prodotto_genico
regione;I-Gene_o_prodotto_genico
gene;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
(;O
DSCR;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
);O
breve;O
variante;O
(;O
DSCR;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1s;I-Gene_o_prodotto_genico
);O
è;O
un;O
inibitore;O
di;O
calcineurina;B-Gene_o_prodotto_genico
/;O
NFAT;B-Gene_o_prodotto_genico
segnalazione;O
codificato;O
di;O
esoni;O
4;O
-;O
7;O
di;O
DSCR1;B-Gene_o_prodotto_genico
.;O
;
Noi;O
segnalato;O
Quello;O
VEGF;B-Gene_o_prodotto_genico
induce;O
DSCR;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1s;I-Gene_o_prodotto_genico
espressione;O
in;O
endoteliale;B-Cellula
cellule;I-Cellula
""",""";O
quale;O
in;O
giro;O
negativamente;O
feed;O
Indietro;O
a;O
attenuare;O
endoteliale;B-Cellula
cellula;I-Cellula
Attivazione;O
.;O
;
Qui;O
""",""";O
in;O
ordine;O
a;O
caratterizzare;O
il;O
ruolo;O
di;O
il;O
promotore;O
Quello;O
unità;O
DSCR;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1s;I-Gene_o_prodotto_genico
espressione;O
in;O
mediazione;O
inducibile;O
espressione;O
in;O
vivo;O
e;O
a;O
determinare;O
il;O
funzionale;O
pertinenza;O
di;O
DSCR;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1s;I-Gene_o_prodotto_genico
in;O
infiammazione;O
""",""";O
noi;O
mirata;O
un;O
Dna;B-Componente_cellulare
costruire;O
contenente;O
1;O
.;O
7;O
kb;O
di;O
il;O
umano;B-Organismo
DSCR1s;B-Gene_o_prodotto_genico
promotore;O
accoppiato;O
a;O
il;O
lacZ;B-Gene_o_prodotto_genico
reporter;O
a;O
il;O
ipoxantina;B-Gene_o_prodotto_genico
guanina;I-Gene_o_prodotto_genico
fosforibosil;I-Gene_o_prodotto_genico
transferasi;I-Gene_o_prodotto_genico
(;O
HPRT;B-Gene_o_prodotto_genico
);O
località;O
di;O
.;O
;
Noi;O
determinato;O
Quello;O
lacZ;B-Gene_o_prodotto_genico
era;O
uniformemente;O
espresso;O
in;O
il;O
endotelio;B-Tessuto
di;O
Transgenico;B-Struttura_anatomica_in_sviluppo
embrioni;I-Struttura_anatomica_in_sviluppo
ma;O
era;O
marcatamente;O
downregolato;O
.;O
;
Sistemico;O
amministrazione;O
di;O
VEGF;B-Gene_o_prodotto_genico
o;O
LPS;B-Semplice_chimico
in;O
adulto;O
risultato;O
in;O
ciclosporina;B-Semplice_chimico
UN;I-Semplice_chimico
-;O
sensibile;O
riattivazione;O
di;O
il;O
DSCR1s;B-Gene_o_prodotto_genico
promotore;O
e;O
endogeno;O
gene;O
espressione;O
in;O
un;O
sottoinsieme;O
di;O
Organi;B-Organo
""",""";O
Compreso;O
il;O
cuore;B-Organo
e;O
cervello;B-Organo
.;O
;
Il;O
DSCR1s;B-Gene_o_prodotto_genico
promotore;O
era;O
indotto;O
in;O
il;O
endotelio;B-Tessuto
di;O
tumore;B-Cancro
xenografts;I-Cancro
.;O
;
In;O
un;O
topo;B-Organismo
modello;O
di;O
endotossemia;O
""",""";O
DSCR;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1s;I-Gene_o_prodotto_genico
-;O
carente;O
dimostrato;O
sepsi;O
mortalità;O
""",""";O
invece;O
adenovirus;B-Organismo
-;O
mediato;O
DSCR;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1s;I-Gene_o_prodotto_genico
sovraespressione;O
protetto;O
contro;O
LPS;B-Semplice_chimico
-;O
indotto;O
letalità;O
.;O
;
Collettivamente;O
""",""";O
queste;O
dati;O
suggerire;O
Quello;O
il;O
DSCR1s;B-Gene_o_prodotto_genico
promotore;O
dirige;O
vascolare;B-Struttura_multi-tessuto
letto;I-Struttura_multi-tessuto
-;O
specifica;O
espressione;O
in;O
attivato;O
endotelio;B-Tessuto
e;O
Quello;O
DSCR;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1s;I-Gene_o_prodotto_genico
servi;O
a;O
inumidire;O
il;O
ospite;O
risposta;O
a;O
infezione;O
.;O
;
intaccate;B-Gene_o_prodotto_genico
{;I-Gene_o_prodotto_genico
beta;I-Gene_o_prodotto_genico
};I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
glicoproteina;I-Gene_o_prodotto_genico
io;I-Gene_o_prodotto_genico
legarsi;O
angiostatin;B-Gene_o_prodotto_genico
4;I-Gene_o_prodotto_genico
.;I-Gene_o_prodotto_genico
5;I-Gene_o_prodotto_genico
(;O
Plasminogen;O
Kringle;O
1;O
-;O
5;O
);O
e;O
attenuati;O
suo;O
antiangiogenico;O
proprietà;O
.;O
;
angiostatin;B-Gene_o_prodotto_genico
era;O
primo;O
scoperto;O
come;O
un;O
Plasminogen;B-Gene_o_prodotto_genico
frammento;I-Gene_o_prodotto_genico
antitrumore;B-Cancro
/;O
antiangiogenico;O
proprietà;O
.;O
;
Uno;O
di;O
il;O
angiostatin;B-Gene_o_prodotto_genico
isoforme;O
""",""";O
Quello;O
è;O
""",""";O
angiostatin;B-Gene_o_prodotto_genico
4;I-Gene_o_prodotto_genico
.;I-Gene_o_prodotto_genico
5;I-Gene_o_prodotto_genico
(;O
AS4;B-Gene_o_prodotto_genico
.;I-Gene_o_prodotto_genico
5;I-Gene_o_prodotto_genico
);O
""",""";O
composto;O
di;O
Plasminogen;O
Kringle;O
1;O
a;O
4;O
e;O
un;O
parte;O
di;O
Kringle;O
5;O
""",""";O
è;O
prodotto;O
di;O
autoproteolysis;O
e;O
regalo;O
in;O
umano;B-Organismo
plasma;B-Sostanza_organismo
.;O
;
beta2;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
glicoproteina;I-Gene_o_prodotto_genico
io;I-Gene_o_prodotto_genico
(;O
beta2GPI;B-Gene_o_prodotto_genico
);O
è;O
proteoliticamente;O
Cleaved;O
di;O
Plasmin;B-Gene_o_prodotto_genico
in;O
suo;O
dominio;O
V;O
(;O
intaccate;B-Gene_o_prodotto_genico
beta2GPI;I-Gene_o_prodotto_genico
);O
""",""";O
risultante;O
in;O
legame;O
a;O
Plasminogen;B-Gene_o_prodotto_genico
.;O
;
antiangiogenica;O
proprietà;O
avere;O
stato;O
recentemente;O
segnalato;O
in;O
intaccate;B-Gene_o_prodotto_genico
beta2GPI;I-Gene_o_prodotto_genico
come;O
bene;O
come;O
in;O
intatto;O
beta2GPI;B-Gene_o_prodotto_genico
a;O
concentrazioni;O
.;O
;
In;O
il;O
regalo;O
studio;O
""",""";O
noi;O
trovato;O
significativo;O
legame;O
di;O
intaccate;B-Gene_o_prodotto_genico
beta2GPI;I-Gene_o_prodotto_genico
a;O
AS4;B-Gene_o_prodotto_genico
.;I-Gene_o_prodotto_genico
5;I-Gene_o_prodotto_genico
(;O
K;O
(;O
D;O
);O
=;O
3;O
.;O
27;O
X;O
10;O
(;O
6;O
);O
m;O
(;O
-;O
1;O
);O
);O
.;O
;
attraverso;O
questo;O
legame;O
""",""";O
intaccate;B-Gene_o_prodotto_genico
beta2GPI;I-Gene_o_prodotto_genico
attenuati;O
il;O
antiangiogenico;O
funzioni;O
di;O
AS4;B-Gene_o_prodotto_genico
.;I-Gene_o_prodotto_genico
5;I-Gene_o_prodotto_genico
in;O
il;O
proliferazione;O
di;O
arterioso;B-Cellula
/;O
venoso;B-Cellula
endoteliale;I-Cellula
cellule;I-Cellula
""",""";O
in;O
il;O
extracellulare;B-Componente_cellulare
matrice;I-Componente_cellulare
invasione;O
e;O
il;O
tubo;B-Tessuto
formazione;O
di;O
venoso;B-Cellula
endoteliale;I-Cellula
cellule;I-Cellula
""",""";O
e;O
in;O
vivo;O
angiogenesi;O
.;O
;
In;O
contrasto;O
""",""";O
intatto;O
beta2gpi;B-Gene_o_prodotto_genico
fa;O
non;O
legamento;O
a;O
AS4;B-Gene_o_prodotto_genico
.;I-Gene_o_prodotto_genico
5;I-Gene_o_prodotto_genico
o;O
inibire;O
suo;O
antiangiogenico;O
attività;O
.;O
;
così;O
""",""";O
oscillato;B-Gene_o_prodotto_genico
beta2gpi;I-Gene_o_prodotto_genico
esercitazioni;O
doppio;O
Effetti;O
Su;O
angiogenesi;O
""",""";O
Quello;O
è;O
""",""";O
oscillato;B-Gene_o_prodotto_genico
beta2gpi;I-Gene_o_prodotto_genico
Promuoves;O
angiogenesi;O
in;O
il;O
presenza;O
di;O
AS4;B-Gene_o_prodotto_genico
.;I-Gene_o_prodotto_genico
5;I-Gene_o_prodotto_genico
""",""";O
invece;O
oscillato;B-Gene_o_prodotto_genico
beta2gpi;I-Gene_o_prodotto_genico
inibisce;O
angiogenesi;O
a;O
concentrazioni;O
alto;O
abbastanza;O
a;O
neutralizzare;O
AS4;B-Gene_o_prodotto_genico
.;I-Gene_o_prodotto_genico
5;I-Gene_o_prodotto_genico
.;O
;
dati;O
suggerire;O
Quello;O
Plasmin;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
oscillato;I-Gene_o_prodotto_genico
beta2gpi;I-Gene_o_prodotto_genico
Promuoves;O
angiogenesi;O
di;O
interagire;O
Plasmin;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
generato;I-Gene_o_prodotto_genico
AS4;I-Gene_o_prodotto_genico
.;I-Gene_o_prodotto_genico
5;I-Gene_o_prodotto_genico
in;O
siti;O
di;O
fibrinolisi;O
tale;O
come;O
trombo;B-Formazione_patologica
.;O
;
[;O
Un;O
sperimentale;O
studio;O
Su;O
angiogenesi;O
di;O
non;O
-;O
vascolarizzato;O
autogeno;B-Struttura_multi-tessuto
osso;I-Struttura_multi-tessuto
corruzione;I-Struttura_multi-tessuto
vascolare;B-Struttura_multi-tessuto
fascio;I-Struttura_multi-tessuto
impianto;O
];O
;
OBBIETTIVO;O
:;O
Per;O
indagare;O
il;O
effetto;O
di;O
vascolare;B-Struttura_multi-tessuto
fascio;I-Struttura_multi-tessuto
impianto;O
in;O
autogeno;B-Struttura_multi-tessuto
osso;I-Struttura_multi-tessuto
corruzione;I-Struttura_multi-tessuto
Su;O
angiogenesi;O
.;O
;
Metodi;O
:;O
Trenta;O
-;O
sei;O
Nuovo;B-Organismo
Zelanda;I-Organismo
bianco;I-Organismo
conigli;I-Organismo
erano;O
valutato;O
in;O
questo;O
studio;O
.;O
;
UN;O
porzione;O
di;O
bilaterale;B-Organo
radiale;I-Organo
ossatura;I-Organo
di;O
un;O
coniglio;B-Organismo
erano;O
RIMOSSO;O
come;O
gratuito;O
osso;B-Struttura_multi-tessuto
innesti;I-Struttura_multi-tessuto
""",""";O
periostea;B-Tessuto
erano;O
pelato;O
spento;O
.;O
;
In;O
test;O
gruppo;O
""",""";O
il;O
esterno;B-Struttura_multi-tessuto
mascellare;I-Struttura_multi-tessuto
arteria;I-Struttura_multi-tessuto
fascio;I-Struttura_multi-tessuto
era;O
passato;O
attraverso;O
il;O
midollo;B-Entità_anatomica_immateriale
cavità;I-Entità_anatomica_immateriale
di;O
il;O
osso;B-Organo
.;O
;
In;O
controllo;O
gruppo;O
""",""";O
là;O
era;O
no;O
vascolare;B-Struttura_multi-tessuto
fascio;I-Struttura_multi-tessuto
impianto;O
.;O
;
Ogni;O
osso;B-Organo
era;O
posto;O
in;O
massettiere;B-Organo
muscolo;I-Organo
separatamente;O
.;O
;
Il;O
conigli;B-Organismo
erano;O
sacrificato;O
e;O
il;O
campioni;B-Struttura_multi-tessuto
erano;O
procurato;O
a;O
3;O
giorni;O
""",""";O
1;O
""",""";O
2;O
""",""";O
3;O
""",""";O
4;O
e;O
6;O
settimane;O
dopo;O
chirurgia;O
per;O
istologico;O
osservazione;O
""",""";O
Cinese;O
inchiostro;O
perfusione;O
e;O
CD34;B-Gene_o_prodotto_genico
immunoistochimica;O
.;O
;
Microvessel;B-Tessuto
densità;O
(;O
Mvd;O
);O
era;O
valutato;O
in;O
ordine;O
a;O
valutare;O
angiogenesi;O
di;O
autogeno;B-Struttura_multi-tessuto
osso;I-Struttura_multi-tessuto
innesti;I-Struttura_multi-tessuto
.;O
;
Risultati;O
:;O
Il;O
osso;B-Struttura_multi-tessuto
innesti;I-Struttura_multi-tessuto
erano;O
trovato;O
rivascolarizzazione;O
in;O
3;O
giorni;O
dopo;O
chirurgia;O
in;O
il;O
test;O
gruppo;O
""",""";O
invece;O
a;O
2;O
settimane;O
in;O
il;O
controllo;O
gruppo;O
.;O
;
In;O
3;O
giorni;O
""",""";O
1;O
settimana;O
""",""";O
2;O
settimane;O
""",""";O
3;O
settimane;O
e;O
4;O
settimane;O
dopo;O
chirurgia;O
""",""";O
il;O
Mvd;O
di;O
test;O
gruppo;O
era;O
di;O
Quello;O
di;O
controllo;O
gruppo;O
.;O
;
In;O
4;O
settimane;O
dopo;O
chirurgia;O
""",""";O
angiogenesi;O
di;O
test;O
gruppo;O
raggiunto;O
a;O
picco;O
.;O
;
CONCLUSIONE;O
:;O
Vascolare;B-Struttura_multi-tessuto
fascio;I-Struttura_multi-tessuto
impianto;O
migliorato;O
angiogenesi;O
in;O
non;O
-;O
vascolarizzato;O
autogeno;B-Struttura_multi-tessuto
osso;I-Struttura_multi-tessuto
corruzione;I-Struttura_multi-tessuto
in;O
questo;O
studio;O
.;O
;
Targeting;O
glucosio;B-Semplice_chimico
consumo;O
e;O
Autofagia;O
in;O
mieloma;B-Cancro
il;O
romanzo;O
nucleoside;B-Semplice_chimico
analogo;I-Semplice_chimico
8;I-Semplice_chimico
-;I-Semplice_chimico
aminoadenosina;I-Semplice_chimico
.;O
;
Multiplo;O
mieloma;B-Cancro
""",""";O
un;O
incurabile;O
plasma;B-Cancro
cellula;I-Cancro
malignità;I-Cancro
""",""";O
è;O
caratterizzato;O
di;O
alterato;O
cellulare;B-Cellula
metabolismo;O
e;O
resistenza;O
a;O
apoptosi;O
.;O
;
Recente;O
Collegamenti;O
tra;O
glucosio;B-Semplice_chimico
metabolismo;O
e;O
resistenza;O
a;O
apoptosi;O
fornire;O
un;O
avvincente;O
per;O
targeting;O
metabolico;O
in;O
cancro;B-Cancro
.;O
;
In;O
questo;O
studio;O
""",""";O
noi;O
avere;O
esaminato;O
il;O
capacità;O
di;O
il;O
Purina;B-Semplice_chimico
analogo;I-Semplice_chimico
8;I-Semplice_chimico
-;I-Semplice_chimico
aminoadenosina;I-Semplice_chimico
a;O
acutamente;O
ridurre;O
glucosio;B-Semplice_chimico
consumo;O
di;O
regolazione;O
localizzazione;O
e;O
espressione;O
di;O
chiave;O
glucosio;B-Gene_o_prodotto_genico
trasportatori;I-Gene_o_prodotto_genico
.;O
;
Mieloma;B-Cellula
cellule;I-Cellula
neutralizzato;O
il;O
metabolico;O
fatica;O
di;O
Attivazione;O
Autofagia;O
.;O
;
Co;O
-;O
trattamento;O
inibitori;O
di;O
Autofagia;O
risultati;O
in;O
segnato;O
aumento;O
di;O
cellula;B-Cellula
Morte;O
.;O
;
Glucosio;B-Semplice_chimico
consumo;O
di;O
droga;O
-;O
resistente;O
mieloma;B-Cellula
cellule;I-Cellula
era;O
di;O
8;B-Semplice_chimico
-;I-Semplice_chimico
aminoadenosina;I-Semplice_chimico
""",""";O
e;O
""",""";O
no;O
Attivazione;O
di;O
Autofagia;O
era;O
osservato;O
.;O
;
però;O
""",""";O
queste;O
cellule;B-Cellula
Potere;O
essere;O
sensibilizzato;O
a;O
8;B-Semplice_chimico
-;I-Semplice_chimico
aminoadenosina;I-Semplice_chimico
sotto;O
glucosio;B-Semplice_chimico
-;O
limitante;O
Condizioni;O
.;O
;
Il;O
Prosurvival;O
autofagico;O
risposta;O
di;O
mieloma;B-Cancro
a;O
nutriente;O
privazione;O
o;O
a;O
nucleoside;B-Semplice_chimico
analogo;I-Semplice_chimico
trattamento;O
ha;O
non;O
stato;O
descritto;O
.;O
;
Questo;O
studio;O
Stabilisce;O
il;O
potenziale;O
di;O
metabolico;O
targeting;O
come;O
un;O
a;O
uccisione;O
e;O
sensibilizzare;O
mieloma;B-Cancro
e;O
identifica;O
un;O
composto;O
Quello;O
Potere;O
raggiungere;O
questo;O
obiettivo;O
.;O
;
Dopamina;B-Semplice_chimico
Regola;O
fosforilazione;O
di;O
VEGF;B-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
di;O
coinvolgente;O
Src;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
omologia;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
dominio;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
contenente;I-Gene_o_prodotto_genico
proteina;I-Gene_o_prodotto_genico
tirosina;I-Gene_o_prodotto_genico
fosfatasi;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
.;O
;
Vascolare;B-Gene_o_prodotto_genico
endoteliale;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
(;O
VEGF;B-Gene_o_prodotto_genico
);O
-;O
indotto;O
recettore;O
fosforilazione;O
è;O
il;O
cruciale;O
per;O
Iniziazione;O
segnalazione;O
percorsi;O
Quello;O
guida;O
a;O
angiogenesi;O
o;O
imparentato;O
patofisiologico;O
Risultati;O
.;O
;
precedente;O
Studi;O
avere;O
mostrato;O
Quello;O
il;O
neurotrasmettitore;O
dopamina;B-Semplice_chimico
Potevo;O
inibire;O
VEGF;B-Gene_o_prodotto_genico
-;O
indotto;O
fosforilazione;O
di;O
VEGF;B-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
(;O
VEGFR;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
);O
""",""";O
endoteliale;B-Cellula
cellula;I-Cellula
proliferazione;O
""",""";O
migrazione;O
""",""";O
microvascolare;B-Tessuto
permeabilità;O
""",""";O
e;O
così;O
""",""";O
angiogenesi;O
.;O
;
In;O
questo;O
studio;O
""",""";O
noi;O
indirizzo;O
il;O
meccanismo;O
di;O
quale;O
VEGFR;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
fosforilazione;O
è;O
regolato;O
di;O
dopamina;B-Semplice_chimico
.;O
;
Qui;O
""",""";O
noi;O
dimostrare;O
Quello;O
D2;B-Gene_o_prodotto_genico
dopamina;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
(;O
D2dr;B-Gene_o_prodotto_genico
);O
colocalizza;O
VEGFR;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
a;O
il;O
cellula;B-Componente_cellulare
superficie;I-Componente_cellulare
.;O
;
Dopamina;B-Semplice_chimico
pretrattamento;O
aumenti;O
il;O
traslocazione;O
e;O
colocalizzazione;O
di;O
Src;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
omologia;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
dominio;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
contenente;I-Gene_o_prodotto_genico
proteina;I-Gene_o_prodotto_genico
tirosina;I-Gene_o_prodotto_genico
fosfatasi;I-Gene_o_prodotto_genico
(;O
Shp;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
);O
D2dr;B-Gene_o_prodotto_genico
a;O
il;O
cellula;B-Componente_cellulare
superficie;I-Componente_cellulare
.;O
;
Dopamina;B-Semplice_chimico
amministrazione;O
conduce;O
a;O
VEGF;B-Gene_o_prodotto_genico
-;O
indotto;O
fosforilazione;O
di;O
Shp;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
e;O
questo;O
fosforilazione;O
paralleli;O
il;O
fosfatasi;O
attività;O
di;O
Shp;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
.;O
;
Attivo;O
Shp;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
poi;O
Defosforilati;O
VEGFR;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
a;O
Y951;O
""",""";O
Y996;O
e;O
Y1059;O
""",""";O
ma;O
non;O
Y1175;O
.;O
;
Noi;O
anche;O
osservare;O
Quello;O
Shp;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
stendere;O
compromettere;O
il;O
dopamina;B-Semplice_chimico
-;O
regolato;O
inibizione;O
di;O
VEGF;B-Gene_o_prodotto_genico
-;O
indotto;O
fosforilazione;O
di;O
VEGFR;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
e;O
""",""";O
successivamente;O
""",""";O
Src;B-Gene_o_prodotto_genico
fosforilazione;O
e;O
migrazione;O
.;O
;
dati;O
stabilire;O
un;O
romanzo;O
ruolo;O
per;O
Shp;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
fosfatasi;I-Gene_o_prodotto_genico
in;O
il;O
dopamina;B-Semplice_chimico
-;O
mediato;O
regolamento;O
di;O
VEGFR;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
fosforilazione;O
.;O
;
Glioma;B-Cellula
tumore;I-Cellula
stelo;I-Cellula
-;I-Cellula
Come;I-Cellula
cellule;I-Cellula
promuovere;O
tumore;B-Cancro
angiogenesi;O
e;O
vascologenesi;O
attraverso;O
vascolare;B-Gene_o_prodotto_genico
endoteliale;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
e;O
stromalo;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
derivato;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
.;O
;
Cancro;B-Cellula
stelo;I-Cellula
cellule;I-Cellula
(;O
CSC;B-Cellula
);O
sono;O
previsto;O
a;O
essere;O
critico;O
autisti;O
di;O
tumore;B-Cancro
progressione;O
dovuto;O
a;O
-;O
rinnovo;O
capacità;O
e;O
proliferativo;O
potenziale;O
.;O
;
Un;O
emergente;O
di;O
ricerca;O
suggerisce;O
Quello;O
CSC;B-Cellula
Maggio;O
anche;O
sostegno;O
tumore;B-Cancro
progressione;O
di;O
Promozione;O
tumore;B-Cancro
angiogenesi;O
.;O
;
Per;O
indagare;O
come;O
CSC;B-Cellula
contribuire;O
a;O
tumore;B-Struttura_multi-tessuto
vascolare;I-Struttura_multi-tessuto
sviluppo;O
""",""";O
noi;O
Usato;O
un;O
approccio;O
confronto;O
tumore;B-Cancro
xenografts;I-Cancro
di;O
il;O
C6;B-Cellula
glioma;I-Cellula
cellula;I-Cellula
linea;I-Cellula
contenente;O
o;O
un;O
basso;O
o;O
un;O
alto;O
frazione;O
di;O
CSC;B-Cellula
.;O
;
Rispetto;O
CSC;B-Cancro
-;I-Cancro
basso;I-Cancro
tumori;I-Cancro
""",""";O
CSC;B-Cancro
-;I-Cancro
alto;I-Cancro
tumori;I-Cancro
esibito;O
microvessel;B-Tessuto
densità;O
e;O
sangue;B-Sostanza_organismo
perfusione;O
e;O
indotto;O
mobilitazione;O
e;O
tumore;B-Cancro
reclutamento;O
di;O
osso;B-Struttura_multi-tessuto
midollo;I-Struttura_multi-tessuto
-;O
derivato;O
endoteliale;B-Cellula
progenitore;I-Cellula
cellule;I-Cellula
(;O
Epc;B-Cellula
);O
.;O
;
CSC;B-Cellula
-;I-Cellula
alto;I-Cellula
C6;I-Cellula
cellula;I-Cellula
culture;I-Cellula
anche;O
indotto;O
livelli;O
di;O
endoteliale;B-Cellula
cellula;I-Cellula
proliferazione;O
e;O
tubulo;B-Tessuto
organizzazione;O
in;O
vitro;O
rispetto;O
CSC;B-Cellula
-;I-Cellula
basso;I-Cellula
culture;I-Cellula
.;O
;
CSC;B-Cellula
-;I-Cellula
alto;I-Cellula
culture;I-Cellula
e;O
tumori;B-Cancro
espresso;O
livelli;O
di;O
il;O
progiogenico;O
fattori;O
vascolare;B-Gene_o_prodotto_genico
endoteliale;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
e;O
stromalo;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
derivato;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
